Gene,SYMBOL,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12
g14111,g14111,0.953440275,0.376063552,-1.102195128,1.690743679,1.197879786,-0.274122732,-1.031712655,0.792619134,1.209848077,1.213530662,0.286194367,0.759264945
g14112,g14112,0.956875628,2.666945894,2.73762057,0.588403675,2.302692035,2.6926942,2.563812717,1.556283341,0.490334365,0.820215579,2.477193568,2.363001491
g14113,g14113,2.880652349,1.770739655,1.304142388,2.82080299,3.239091607,3.1619507,4.080376406,2.796693013,4.320913777,1.547333648,4.39451265,1.276334982
g14114,g14114,5.248495491,4.62007994,4.62689003,4.954245716,4.898016547,5.581142037,5.137251382,5.017131703,5.127365315,4.551315133,5.430965416,4.929160259
g14115,g14115,5.177762434,4.015020031,4.761681112,4.679559736,4.960016321,5.061243333,5.545636406,4.59108316,5.074619825,3.995015634,5.263812024,4.401550219
g14116,OXNAD1,4.120530888,2.785483686,2.764150683,3.172140879,3.85523322,3.329717208,4.265207509,2.670220576,3.754278892,2.394020805,2.966478705,2.535648374
g14117,TACO1,4.2919591,4.475051692,4.181433408,3.919021151,3.525448972,4.132588096,3.785712775,3.783920033,3.651282741,2.676693315,4.099509416,3.651468248
g14118,LSM1,3.663842186,3.9459116,4.090105987,3.948958398,3.892232332,3.644886428,3.400626797,3.948158565,3.307033097,2.984749162,3.567956124,3.764926867
g14119,SLC52A3,4.166674056,3.700202822,3.638744974,4.17435945,4.234118092,3.69182432,3.899940104,3.700397144,4.152158786,3.7628325,4.252490487,3.917149066
g1412,TIMM50,5.23691907,4.948797511,4.932794559,4.527589269,4.324645585,4.105629537,4.546446161,4.532371921,3.932746038,3.43282306,4.499576565,4.520300514
g14120,GALC,5.226163295,4.82478939,4.736141413,5.890466918,5.378130273,5.16789877,4.67406814,5.513694578,4.72448497,4.524211966,5.725489695,4.776518119
g14121,g14121,1.925786797,1.277880811,-0.024999434,1.725522742,1.939107083,0.797484625,1.132358446,2.307922796,2.31174353,1.758711146,-2.750286568,-2.750286568
g14122,g14122,-2.750286568,3.067417465,-2.750286568,3.296637177,3.045687571,-2.750286568,-2.750286568,1.660400821,1.846549773,2.286222635,1.392267855,1.755187367
g14123,PQBP1,4.480560879,4.510148981,4.027870789,4.280658653,3.840666404,4.290756528,4.305102117,3.813585128,3.719502334,3.901064945,4.124464346,4.268452173
g14124,g14124,4.313357449,4.389654321,3.929065962,4.236233856,4.691926877,3.212099618,3.625163877,4.138735349,4.000375963,3.211756851,3.457844361,3.13132975
g14125,MRTO4,5.439144397,6.219052267,5.305219822,5.371158823,4.966199609,5.389096893,5.814333998,5.380627448,4.53118084,4.178282259,4.668531063,5.488923945
g14126,ASCC1,4.780610271,4.319401184,4.647646793,4.574096464,3.972103899,4.782904262,4.914965794,3.288557745,3.15882681,2.572977854,4.99129681,3.903819928
g14127,CAP2,3.759831681,3.879059655,3.899628533,3.799562581,3.695032784,3.544492898,3.207458226,4.07500291,3.334996755,2.741814623,3.099636495,3.283245797
g14128,PRPF31,5.221903338,5.408947199,5.245115051,4.917111157,5.116584601,4.593849122,5.071137948,5.048339377,4.116402551,4.463376566,5.299922213,5.014192187
g14129,PCS1,0.222472701,-0.612196035,-0.034493766,-0.191460658,2.025016829,-0.427364903,-0.261178214,-0.227073356,-1.165800944,-0.261873939,0.453203773,-1.949567476
g1413,UTP23,4.2866493,4.536207656,3.90804252,4.063140334,3.504690992,3.820837597,4.032248928,3.518538021,3.116166887,3.902678066,3.413596742,4.263791803
g14130,g14130,-0.386859116,0.545307744,-0.749998039,1.79332291,5.622584053,1.451860552,-0.970105329,2.825157737,2.082286257,1.623805197,2.952839784,-0.564059139
g14131,TLDC1,5.817638542,5.403222138,6.100653464,6.238976345,6.09128006,5.817434741,6.024404944,5.718957382,5.589279797,5.363092988,6.16419562,5.930537416
g14132,FAM151A,3.328374134,0.513266353,2.323055923,2.94286489,1.483548161,2.410685123,2.612585152,1.801020383,2.818413342,2.343697807,2.651026569,1.817751087
g14133,g14133,0.630209418,-2.750286568,0.862278668,2.798655712,4.685200306,0.696643958,-1.33050083,2.287549098,1.688715515,1.065389705,2.995568044,-1.272752478
g14134,FLCN,6.810710794,6.377514762,6.340813673,6.254819911,6.372816068,6.441841286,6.920544414,6.080917151,6.872332409,6.766785295,6.350268137,7.171416636
g14135,PPIL2,5.663496261,5.000887191,5.234069144,5.030103266,4.772786683,5.046008126,5.008966603,4.527873861,4.522646248,4.418735603,5.279062247,4.832857905
g14136,g14136,3.483821302,2.604000532,3.913424875,3.757671906,3.735574557,3.576641428,2.967633086,2.878322823,3.413267952,2.439721219,2.7444721,3.177181681
g14137,MRPS5,5.03803899,4.888209213,4.786854084,4.990752708,4.51479283,4.633491275,4.320703801,4.529950945,4.351367029,4.438862194,5.046385487,4.416770489
g14138,LIM2,6.643640765,6.887423821,6.541500676,6.221555405,6.300938036,6.412863135,6.287939037,6.42992527,6.382538662,6.040892041,6.26608548,6.345943386
g14139,SCGN,5.724283139,5.322536883,5.989539209,5.38764555,6.171215121,5.169236433,5.324930292,5.23642209,5.495041858,4.229207156,5.994385684,5.475619645
g1414,g1414,7.569912312,7.266419911,7.16891099,7.432734242,6.898255363,6.853849998,7.344376981,7.363776234,7.097946223,7.438592162,7.474183627,7.792746089
g14140,ELP2,5.074441639,4.562785467,4.643238017,4.490293912,4.025679935,3.275776657,3.978510689,4.401591218,3.965968155,3.977020803,4.96122767,3.957253789
g14141,EMC10,5.492780512,5.603328148,5.722375931,5.34400445,5.187387315,5.147909002,5.123078527,5.145408471,5.396831975,4.858559975,4.899871823,5.09898542
g14142,FAM214A,5.268523021,5.48949412,6.196949825,5.387690021,5.903305424,6.078299421,5.721156679,5.610308366,5.629382566,5.375611209,6.103507902,5.497114474
g14143,ENY2,3.395523025,3.405272816,3.801460775,4.073467048,4.202582428,3.239865381,1.602841134,3.046278227,4.096188938,3.371406256,3.099603891,3.070418608
g14144,g14144,2.162411178,3.086777501,3.279653444,2.62841391,2.549555953,2.842728719,2.808634005,2.695713953,3.104630196,2.363469383,3.059367249,2.461733565
g14145,ENPP2,5.040782511,4.506109723,4.825702258,5.165924782,4.685396752,4.229547905,4.632128196,4.310779171,3.691518701,4.455284757,4.624944112,4.573518392
g14146,ENPP2,2.650875482,1.507202795,2.164414575,2.853310907,2.425821078,1.199580151,2.048433176,2.418863947,1.814425443,1.200314568,2.304633678,1.929462682
g14147,g14147,2.409122292,2.152420759,1.170823357,2.059002745,2.184052945,2.794411382,1.032650105,2.600714532,1.53229999,0.810632373,1.351492439,2.192250055
g14148,g14148,-1.565234411,-2.750286568,-2.001329966,-1.000551431,-0.879343686,-1.090098239,-1.059560345,-2.750286568,-0.556777256,-0.807933579,-1.126740296,-2.324215019
g14149,g14149,6.564796007,6.517142328,6.613351837,6.242744212,6.659182065,6.317659043,6.556986861,6.428689955,6.497810438,6.307135977,6.676273015,6.971101826
g1415,GCKR,4.713162194,4.42422803,3.707450071,4.777813808,4.235950503,4.136950891,4.942240337,3.306754797,3.755104782,3.512504454,2.759979123,4.267458229
g14150,g14150,0.028985042,1.691373008,-0.058645683,0.33441296,0.834056574,0.502979483,1.201814126,1.662166632,0.769845944,-0.154428291,0.110461187,1.609071659
g14151,g14151,8.332476026,8.700435688,7.174901633,8.021661537,7.878831413,8.313872456,7.857083296,8.316536438,8.070051142,7.290972389,8.822485209,9.024787243
g14152,g14152,-2.750286568,-0.700517412,-2.750286568,-2.750286568,-2.750286568,-1.83949722,-2.750286568,-2.750286568,-2.750286568,-0.123252759,-2.750286568,-2.750286568
g14153,kinesin-7,7.100656058,6.631861942,7.085984092,6.754743611,6.796795152,6.523455673,6.463158072,6.541592074,5.909675077,6.227592588,6.55495074,7.131611551
g14154,g14154,5.82825131,5.913572384,5.992587646,5.599564184,5.353839992,5.567083694,5.426490687,4.850546682,5.730491506,5.312288057,5.360770466,6.16251516
g14155,ADAP2,4.718942056,4.326010187,4.805125339,4.917395749,4.848124514,5.484790947,4.82241431,4.827258731,4.357636934,3.836614413,5.139604926,4.762788235
g14156,PSMB3,6.649553601,6.653912649,6.732191452,6.751788907,6.568635173,5.831930141,5.853992832,6.39364646,6.494991659,6.004436285,6.153207992,5.68609067
g14157,g14157,1.246166331,1.556686208,3.06786625,2.870299473,3.444117995,2.877259013,1.462522858,2.675205748,2.274263977,1.967373032,2.971110861,0.682073958
g14158,INF2,5.417792842,5.598834894,5.328204941,5.429349184,5.444149585,4.87113105,5.352253461,5.239533908,5.470950753,5.254114593,5.171325668,5.920159255
g14159,PAXIP1,6.0384423,5.867367844,6.31170491,6.076679716,5.916052329,6.037540956,6.039713063,6.158691554,5.860656109,5.816137903,6.335361029,6.489701141
g1416,g1416,9.39428368,9.000875723,9.135091212,9.070461133,9.120941828,8.89564664,8.930386708,9.173462397,9.434414874,9.040762389,8.947616435,8.815180426
g14160,Sce,5.321956069,5.333251784,5.337721008,5.103139389,4.291934237,5.073756644,5.206068024,4.538853297,4.301856419,4.351450913,5.174347021,5.332197652
g14161,MFN2,5.41806316,5.591473855,5.626784424,5.90461847,5.738652754,5.649684366,5.721566929,5.257176563,4.96136075,5.379368203,5.744437646,5.570875561
g14162,g14162,1.820131468,-0.005746404,2.748969902,0.381662122,2.848804698,-1.533731305,-2.750286568,-2.750286568,-0.943105167,-2.750286568,-1.709602181,0.463926251
g14163,CILP,3.294274519,2.654943053,3.883420704,4.302284672,5.068268731,4.940611222,3.487031778,5.29734718,3.902209418,3.863669579,4.466214602,2.667975966
g14164,AKAP17A,4.363886616,3.582643919,4.617770003,4.50587505,4.20508413,4.375015451,4.320789577,4.011203744,4.112428338,3.514689327,4.977410077,4.646918225
g14165,PITPNB,4.031315702,1.841895647,3.775102758,3.604366123,2.207705537,2.842045973,2.259350594,4.185455632,4.094857956,1.997660634,2.434157215,2.995353503
g14166,PITPNB,-0.12905442,-0.157763742,-1.477465846,-0.192476376,-0.284295275,-2.1567413,-1.574226919,-1.233578518,0.764427166,0.594641157,1.193304064,-0.593200594
g14167,NIT2,4.095558368,3.315249872,4.052108911,3.808928402,3.039062436,2.721436215,3.079492159,3.33616808,4.04234111,2.506262875,4.096694171,3.859648657
g14168,LRRC63,4.517691275,4.345879693,4.691689089,4.841283651,5.746934071,5.032725135,4.21146903,5.363940723,4.710382611,4.466482011,5.171420783,4.138018961
g14169,GTF3C1,5.04587526,5.073201375,5.475588165,5.423064127,5.060291948,5.32277309,5.224524461,5.459045905,5.224420292,4.724788935,5.217398959,5.430557094
g1417,RNF32,1.85408496,2.366554953,2.175550315,2.806199783,2.837215009,2.495398554,1.726592868,2.086894905,1.632037068,1.991690004,2.967582161,2.195439634
g14170,GTF3C1,4.435280323,4.604797058,4.654866469,4.380157843,4.304001088,4.866203759,4.771691866,4.619986329,3.967416713,4.334774112,4.400406883,4.657251797
g14171,RNF157,5.905043717,5.845648995,5.832270674,5.828904535,6.263322106,6.345257649,6.674817494,5.607087616,5.260781426,5.452836012,5.674865096,5.978130778
g14172,SAE1,4.802089059,4.81352988,4.754639554,4.337285018,4.331303574,4.367710395,4.30361103,4.413773644,3.951369543,3.767117058,4.702374809,4.422761934
g14173,DERL1,6.012289942,5.453327574,5.700390841,5.815866469,5.773440672,5.671569128,5.75424518,5.825375726,5.895382666,5.209311047,5.311707466,5.516528107
g14174,DERL1,4.127166026,3.429573566,3.906131889,4.501625077,4.431396365,4.439112354,3.465830943,4.04320723,4.904239842,3.59006862,3.688966714,3.131154524
g14175,JOSD2,5.184044432,4.811435738,4.97381546,5.007635078,5.379714583,5.202676205,5.170465464,5.19084188,5.188822719,4.946162295,4.819721725,4.412477179
g14176,DUT,6.03477543,5.80754128,6.315650558,6.801515747,6.094168973,6.484442397,5.01405426,5.752379205,5.479717235,5.698218141,6.141331806,5.528992537
g14177,g14177,8.052431684,7.44687631,7.733041777,8.211687321,7.8912098,9.209858294,8.520782798,8.947730761,6.534920324,8.269049324,10.06751724,8.773602438
g14178,SLC3A1,4.37123573,4.092893232,5.199136317,5.666520001,5.169873506,5.359601131,5.156055161,5.61187742,5.306779755,4.523292107,5.590177315,5.169052899
g14179,g14179,0.161134856,-0.207683553,0.489175966,-1.592227341,-0.885169292,-0.71606321,-0.128491925,1.694516768,0.057784246,1.109541897,1.548841668,0.91561757
g1418,g1418,6.013561941,5.687248861,5.797528223,6.142701581,5.701489608,5.604842106,5.498659502,6.03759827,5.478580288,5.388257921,5.400090419,5.990624547
g14180,GRID2IP,7.185246695,6.889620118,6.950845337,6.264782412,6.59613667,8.06889243,7.706894197,6.923514576,7.376516708,7.062146892,6.839971841,7.662723861
g14181,g14181,4.78775133,4.046398522,4.682947461,5.177645039,3.978083529,4.333234224,3.794982294,5.230679639,4.707656794,3.753304901,4.552558404,5.706435878
g14182,g14182,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-0.902021579,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568
g14183,g14183,0.590022347,-2.750286568,0.04719804,-0.184768306,1.921328077,0.837798775,2.222800817,-2.750286568,4.362819041,0.660583428,0.826811685,0.485175116
g14184,HAO1,2.650113495,-1.758324306,2.169746087,2.418145875,3.390442273,4.911357069,3.553978045,3.12104461,2.377539754,1.329133007,2.92198915,3.152836579
g14185,g14185,6.30934602,5.475437798,6.091570335,7.012791165,6.772120424,6.744796719,6.269683008,5.325854537,5.571953979,5.10592699,6.951289186,5.953498402
g14186,g14186,1.189452605,2.249313889,3.856041657,4.41385885,4.360109396,4.471843966,0.565893688,5.206225417,3.370033753,2.310521016,4.263919923,2.028257611
g14187,g14187,0.455296525,0.776582767,2.348204496,3.211278734,3.580550456,2.876509412,0.593343703,4.249946561,2.703434846,0.21349986,2.623233081,0.564026345
g14188,PCDH18,2.51870294,2.243141161,2.886938305,1.08854207,2.541461,3.032557368,2.794673525,1.983348964,2.337946792,0.82000719,2.020420433,3.028377896
g14189,g14189,-0.135911267,0.727311177,2.00848926,2.425581764,2.240113528,0.583642496,0.677027101,2.4890414,-0.285883738,0.406183519,1.273487188,-0.71062576
g1419,g1419,5.744484758,5.948521543,6.90690396,6.324619936,6.273115395,6.462732782,6.020916214,6.13576829,6.514688068,6.20218677,5.474162207,6.097224156
g14190,PODN,4.25662684,3.654936842,4.111718702,4.721844385,3.873474699,4.267703632,3.341858212,3.38686479,3.424674867,3.556263499,2.288038298,3.482293897
g14191,PCDH18,4.498189519,3.836937878,4.482138367,4.208110089,4.201682924,4.01128934,4.637652096,4.030211511,3.981724537,4.507732731,4.150907786,4.641622112
g14192,g14192,-2.750286568,-1.478332399,-2.750286568,-2.750286568,-2.750286568,-1.574690768,-2.750286568,-1.66882189,-2.750286568,-2.750286568,-2.750286568,-1.702306549
g14193,g14193,3.737170275,4.066509886,2.855235669,3.940917814,1.196103441,1.682604409,3.608030151,4.372474975,3.354331353,2.984622636,3.30580529,3.680184196
g14194,g14194,4.061899276,4.09445841,4.377763803,3.939744788,4.492253372,4.613946672,4.902702795,4.327371136,3.983456929,3.586376211,3.954175252,4.229232989
g14195,g14195,9.831749792,8.153342619,8.824386474,9.814447551,9.047464312,9.821454078,11.6725419,10.01174776,10.09544656,11.4659856,11.01255863,10.92449207
g14196,GSTM3,0.222784077,0.540481067,0.569776747,2.456179084,2.951147617,2.535785169,0.437387992,1.54943668,0.506863447,-1.019290399,2.27874146,-2.750286568
g14197,GSTM3,8.417680392,7.708364704,5.64508358,7.86617633,5.761408141,4.328118117,5.573694594,3.291586599,7.521528155,2.770550898,7.801458833,7.386077822
g14198,g14198,-2.750286568,-2.750286568,-2.750286568,-2.073509532,-2.750286568,-2.750286568,-2.750286568,-2.310888671,-2.750286568,-2.750286568,-2.750286568,-2.750286568
g14199,GSTM3,2.125880024,2.027937368,1.855467612,2.385031621,2.477473502,0.488066397,1.194741293,1.012135715,1.814929856,1.389098819,2.290538518,0.325561877
g142,g142,4.364174593,3.194634327,-0.006906858,-1.230782351,1.340212844,-1.824759813,-2.750286568,-2.309812811,2.115560081,1.070769886,-1.662394475,4.240985695
g1420,SLC45A2,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-1.5691009,-1.545735328,-2.097881991,-1.144449611,-2.750286568,-2.750286568,-1.40104702,0.192310174
g14200,GSTM3,4.032735421,1.893436601,1.971338673,4.415044771,1.532888599,0.347157536,2.622015565,-2.750286568,3.187285519,1.176895604,3.601995459,2.728549499
g14201,g14201,2.030419813,1.158422841,2.505097226,3.129803362,3.482591272,1.016251735,1.468211567,2.724306632,2.69322765,0.920192198,0.602312703,1.028151641
g14202,SLC7A10,7.048625219,6.987015603,7.342136673,7.111410131,7.504417453,7.360734433,8.333064365,6.901981806,7.33003874,6.864013572,7.37235838,7.682591638
g14203,g14203,1.798743544,1.412711027,2.147698583,1.902986945,3.02463363,1.706711322,2.733274848,2.262759884,0.702563006,0.391783049,2.143436878,2.192364789
g14204,g14204,5.114771997,4.352112747,4.16067064,4.76290997,5.317583337,4.475376389,4.292540631,4.119081796,5.17869566,3.268653587,4.356094493,5.806048489
g14205,g14205,0.739080103,-0.320497262,2.062747637,2.457197106,-2.023166309,1.226542884,-1.278093071,0.365160535,1.36934713,-1.011784516,2.016141921,0.973637854
g14206,Nach,-2.750286568,-0.655580281,1.950385006,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-1.694442553,-0.975172328,-2.750286568,0.597822371,-1.44106171
g14207,MDC1,4.54037912,4.12633158,4.503002439,4.122900574,3.607071508,3.431430822,3.98042645,4.418789408,4.427719568,3.868385412,4.28550673,4.639208018
g14208,g14208,6.72010547,6.542377125,6.485011751,6.635077551,6.600863354,6.878277857,6.797740545,6.892975353,6.704907379,6.626882102,6.982840195,6.836241876
g14209,g14209,-1.102373072,-0.779187362,-1.984826984,-2.750286568,1.066090269,-0.720466627,0.119923977,-0.640706484,-1.414610475,-1.256684116,-1.11607068,-0.912105227
g1421,UBAP2,8.861508912,8.654780778,8.60148458,8.516703962,8.314315007,8.605650471,9.028123146,8.622450227,8.199631544,8.349542453,8.697608309,9.068394047
g14210,g14210,3.458621025,3.761651075,3.369859813,3.333794281,3.332922347,4.433042175,3.176574577,2.757568449,0.648704084,2.481743049,2.275323056,3.20563568
g14211,g14211,-2.750286568,0.616465702,1.596543292,-2.750286568,0.353901454,-1.24356087,-2.750286568,1.848767884,-2.750286568,1.648953876,-0.692741444,-2.750286568
g14212,g14212,0.572248727,-0.777886213,-1.48506954,0.067392602,1.314995278,0.839282207,-1.648527625,2.415114762,0.716798672,0.81446538,0.112701615,-0.907043722
g14213,ABCD3,6.060757423,5.977941637,5.891638247,6.209490654,5.65534945,5.709722217,6.016314677,6.325863498,5.60417375,5.435007008,6.527938042,5.899886798
g14214,g14214,2.642679762,2.593160868,3.137094261,2.392437731,3.025563649,3.059262608,2.344209232,2.723675651,2.307877975,2.014587186,2.342022925,2.333835838
g14215,g14215,4.092301899,3.369247318,4.0824066,3.544418156,3.377387144,4.181881052,3.795847088,3.180126823,3.735283657,3.338931144,3.753209381,3.500792821
g14216,ABHD13,4.623228706,4.465465231,4.703549667,4.70338845,4.873197756,4.792455193,4.265819962,4.58930605,4.457917684,4.194204711,4.587132781,4.02048461
