Gene,SYMBOL,logFC,AveExpr,t,P.Value,adj.P.Val,B
g12092,g12092,-0.036069712,0.880817159,-0.065927752,0.948441255,0.992289422,-5.087769564
g12096,SLC27A2,0.764176086,5.314006871,2.625194366,0.021018346,0.379962294,-3.326208232
g12097,ARL6,-0.805814953,2.486750002,-2.931293502,0.011714128,0.328336727,-2.675255233
g12098,ZFYVE9,-0.266822159,6.985779375,-1.14762206,0.27186363,0.738741017,-5.565224156
g12099,INTS4,-0.028077242,5.134748456,-0.207046599,0.839190318,0.972526904,-6.090810761
g121,g121,0.481665654,0.582586678,0.846310744,0.412730032,0.822626949,-4.810866182
g1210,g1210,-0.413317265,4.287337232,-1.79054832,0.0967345,0.566076633,-4.540642922
g12100,g12100,0.021858958,7.090112313,0.055334898,0.956715414,0.994387661,-6.20929074
g12101,C19orf44,-0.163854422,5.205176887,-0.984687317,0.342800243,0.789469072,-5.643608595
g12102,g12102,1.350879388,5.508991655,2.736846302,0.016994922,0.362471849,-3.147064704
g12103,MKNK1,0.377907041,9.408454557,1.912019472,0.078229002,0.540348371,-4.493115137
g12104,PET100,-0.299081477,2.905386323,-1.623118572,0.128619791,0.612339315,-4.505509055
g12105,g12105,-0.449621373,3.478461518,-2.106004849,0.055266043,0.500948865,-3.939255739
g12106,CLDND2,-1.126209639,0.872934644,-2.653361642,0.01992341,0.373096573,-3.383893843
g12107,g12107,1.003295548,0.619273162,1.464421614,0.166905524,0.656993313,-4.427767783
g12108,hspb6,-1.164977594,2.85909026,-1.444863983,0.172232069,0.663735314,-4.684826397
g12109,g12109,-1.086392955,3.472601245,-1.52615836,0.150993131,0.640189327,-4.729946739
g1211,g1211,-0.309333883,3.12602593,-1.353511709,0.199022868,0.683724593,-4.874729195
g12110,g12110,-0.495716073,2.341943856,-0.805532981,0.43503971,0.834388496,-5.136647976
g12111,g12111,-2.452703119,3.933272131,-8.664451311,9.43084E-07,0.01317489,4.405184675
g12112,g12112,-1.262317297,-0.182523317,-1.486429717,0.16107786,0.651870714,-4.425115294
g12113,g12113,-0.319249046,2.721806643,-0.452133913,0.658645408,0.924310472,-5.47425478
g12114,CLDN15,0.741751418,4.488067701,1.653978576,0.122129483,0.605286108,-4.77122897
g12115,g12115,0.365268729,4.078723444,1.169197365,0.263374416,0.733675461,-5.271740889
g12116,g12116,-0.087374169,4.072806024,-0.402485635,0.693884912,0.937140495,-5.836955222
g12117,g12117,2.425774838,0.997366681,2.465557054,0.02841699,0.404945414,-3.557971917
g12118,g12118,0.222324029,7.107223314,0.688456359,0.503300451,0.863030232,-5.970960327
g12119,g12119,0.382183039,6.036143482,1.516325612,0.153437724,0.642553652,-5.106619653
g1212,g1212,0.441309853,4.764031319,2.295271376,0.039051756,0.456625971,-3.825628522
g12120,g12120,0.295772266,6.37882452,1.891312992,0.081137311,0.54492363,-4.584930529
g12121,CTSA,1.301791251,0.280088524,1.152566374,0.269899889,0.737741701,-4.625709463
g12122,g12122,-0.107671166,3.280786506,-0.427488842,0.676038801,0.931285867,-5.628025338
g12123,CTSA,-0.833281174,0.605773708,-1.133971465,0.277342047,0.743260862,-4.64371932
g12125,ZNF496,0.305426948,6.127245577,1.195336644,0.253365349,0.729794264,-5.504134288
g12126,LPL,-0.266183186,6.738746292,-1.494216547,0.159057503,0.648579485,-5.152145578
g12127,SPARC,0.14787987,6.099119877,1.007029608,0.332348665,0.783146853,-5.697729433
g12128,g12128,-0.187743576,3.179427088,-0.768455467,0.455988724,0.845742574,-5.413456685
g12129,NPEPPS,0.280796472,5.527329907,1.168929557,0.263478522,0.733675461,-5.490354736
g1213,g1213,0.51159641,6.663836259,2.500213606,0.026622902,0.400777959,-3.597192084
g12130,EIF4EBP2,-0.159332233,2.828440258,-0.199294417,0.845124434,0.973803064,-5.542159484
g12131,ZBTB8B,-0.92945148,2.803685265,-3.004138661,0.010185319,0.316397207,-2.536303149
g12132,g12132,-0.955772424,1.698499584,-2.346863897,0.035483034,0.440620428,-3.528660786
g12133,g12133,1.290007906,4.137906653,2.249603044,0.042492446,0.468360941,-3.797859697
g12134,g12134,0.077705582,4.92308825,0.38590848,0.705823387,0.942110206,-6.00838513
g12135,g12135,0.166057015,2.124975522,0.277860325,0.78550177,0.961411679,-5.37454557
g12136,g12136,-0.122744324,0.80797612,-0.255690222,0.80220233,0.964439621,-5.033911476
g12137,g12137,0.131224981,3.32144231,0.429327176,0.674734524,0.930756894,-5.632610743
g12138,TMPRSS9,-0.354093765,1.182264483,-0.621506356,0.545041581,0.882072886,-5.028479273
g12139,g12139,-0.124867853,3.596397182,-0.400871103,0.695043993,0.937140495,-5.741732301
g1214,COL7A1,-0.327841388,3.514889994,-1.444550686,0.172318541,0.663735314,-4.842776344
g12140,g12140,1.640495065,2.058588789,1.993051099,0.067738714,0.529329871,-3.945202175
g12141,g12141,-0.305288281,2.488191114,-0.895191409,0.387005119,0.81117202,-5.138414952
g12144,g12144,0.488814605,0.322813693,0.580403045,0.571594676,0.893096704,-4.881043512
g12145,MRC2,0.792595005,0.072157079,0.972744289,0.348482635,0.791254464,-4.710896541
g12147,g12147,-0.465133507,3.53889778,-0.789640137,0.443942289,0.838984881,-5.46323111
g12149,g12149,1.078445072,2.239880419,0.897163377,0.385990716,0.810257605,-5.068933217
g1215,g1215,-1.303801912,2.964417493,-2.375632222,0.033630268,0.429392616,-3.467779748
g12151,g12151,2.258164745,-0.900334236,1.406367437,0.183132159,0.671072957,-4.476505103
g12153,g12153,2.680260632,0.563010282,2.424278917,0.030705791,0.417464175,-3.652995232
g12154,g12154,2.587003897,-0.080520658,2.189838094,0.04742892,0.481209762,-3.957313363
g12155,TNR,-0.138616372,1.524096083,-0.195825561,0.847782976,0.974294849,-5.204886675
g12157,g12157,2.411033608,2.707386924,1.157511631,0.267946679,0.736474012,-4.840900113
g12159,PAQR5,-0.544960462,0.248636537,-1.062481493,0.307410288,0.768208106,-4.667551841
g1216,PTPRJ,-0.098712635,4.666046092,-0.708051916,0.491448755,0.858856302,-5.790415084
g12160,g12160,0.158924429,1.512268157,0.355868228,0.727663596,0.946879018,-5.20468489
g12161,g12161,0.235429726,2.064505502,0.543544786,0.595978879,0.900868311,-5.245207056
g12163,SIN3A,-0.111148336,6.56452748,-0.827796157,0.422764132,0.827057124,-5.869015888
g12164,FABP5,-0.134927367,4.341404753,-0.303451081,0.766361469,0.957523452,-5.93580945
g12165,g12165,-0.121577328,3.82550698,-0.515265607,0.615041098,0.908354387,-5.737117085
g12166,anxa13,0.294061185,5.898973977,1.338872,0.203618641,0.686780318,-5.323470372
g12169,GALNT7,0.441535302,5.783687921,3.94826606,0.001675684,0.167540612,-1.011310772
g1217,WDR13,0.116740926,3.85994246,0.607092326,0.55427477,0.885468488,-5.701452223
g12170,FABP5,-0.021466579,3.438447573,-0.044106405,0.965491759,0.995143406,-5.777551939
g12171,g12171,1.332693797,1.326658674,2.17359096,0.048861346,0.485699715,-3.771471744
g12172,g12172,-1.086975223,6.464821559,-1.683138445,0.116261577,0.59802578,-4.881092379
g12174,g12174,-0.569630976,6.740424893,-1.034466707,0.319831453,0.777260499,-5.681500766
g12175,g12175,1.326817871,0.720872993,0.510694953,0.618150074,0.909101646,-4.977288496
g12177,NPHS1,0.275348204,1.315339315,0.28060085,0.783444818,0.960822062,-5.126826637
g12178,g12178,0.442538586,0.081650278,0.292749865,0.774346742,0.958778263,-4.953777951
g1218,KIAA0907,-0.167816667,4.685236999,-1.127180156,0.280098779,0.744697108,-5.429424753
g12182,g12182,-1.501496495,-0.402945079,-0.711634388,0.48930027,0.858087468,-4.758645512
g12183,g12183,-1.606226868,-0.654892138,-1.284610586,0.221409905,0.701078745,-4.527837949
g12184,WBSCR27,0.744157782,-0.692782877,0.654341704,0.524331432,0.874661075,-4.778661262
g12187,LEO1,-0.276013472,5.171629935,-1.333757599,0.205244413,0.687228229,-5.265743716
g12188,TPX2,-0.072875665,6.059869287,-0.369254622,0.717899271,0.944090462,-6.128202918
g1219,RPL17,-0.029551231,10.18469821,-0.223641674,0.826521976,0.969011275,-6.085471724
g12194,ZFAND4,-0.186002794,6.736067534,-1.32744127,0.207266804,0.687936209,-5.36228498
g12195,g12195,-0.591442751,4.654753079,-0.675215362,0.511403662,0.867054757,-5.818974844
g12196,ANGPTL1,1.554067465,7.469350433,1.797482879,0.095580559,0.563834232,-4.710014528
g12197,g12197,0.042161524,-1.052174521,0.042096462,0.967063286,0.995146109,-4.816758681
g12198,g12198,0.56535049,-0.372044279,0.615143092,0.549107142,0.88349656,-4.7943433
g12202,FIBCD1,0.88229425,-0.268678634,0.91379798,0.377506078,0.807050276,-4.701893122
g1221,GRN,0.018148811,9.368575371,0.136893509,0.893218212,0.9819215,-6.131533775
g12211,FIBCD1,0.687090186,1.680982379,0.363026074,0.72243622,0.945308407,-5.20583562
g12212,FIBCD1,1.42923867,2.600494763,1.245659384,0.234934164,0.711504965,-4.90516263
g12214,FIBCD1,1.553246728,0.883186505,1.446504143,0.171779967,0.663468657,-4.44420762
g12215,NKPD1,-0.260121636,-0.949182048,-0.196659455,0.847143699,0.974121119,-4.832524826
g12216,TNC,-0.931112735,4.276706115,-2.623318567,0.021093308,0.379962294,-3.223728828
g1222,MAP2K1,-0.056190155,5.986492275,-0.472286044,0.644574383,0.920255915,-6.079790396
g12221,SLC22A5,-0.063410484,0.50627189,-0.111562504,0.912879205,0.985508215,-5.003809032
g12222,SLC22A5,-1.856412108,0.516294641,-2.016375293,0.064967883,0.521143777,-4.008857019
g12223,SLC22A5,0.012663679,-0.596786977,0.008929892,0.993011036,0.998556389,-4.865064934
g12224,MMEL1,-0.360761116,4.16396076,-1.51885938,0.152804586,0.642009042,-4.887350269
g12227,GRXCR1,-0.365740174,2.44353866,-1.448568389,0.171212379,0.663028095,-4.632094574
g12228,FZD5,-0.030550892,5.67256728,-0.276652056,0.786409192,0.961671604,-6.134167949
g12229,LAMB3,-0.181179357,4.975500035,-0.827815143,0.422753761,0.827057124,-5.749889951
g1223,rimL,0.00357885,4.235089911,0.020836985,0.983693009,0.997763038,-5.957158031
g12230,g12230,-0.175376559,6.161059403,-0.375748952,0.713180555,0.943031932,-6.128236009
g12232,g12232,-0.294288608,3.472647046,-0.837395933,0.417541634,0.824404411,-5.443642093
g1224,NCLN,0.204219207,6.637240774,1.43521919,0.174910786,0.665224777,-5.228585255
g12241,g12241,0.091103012,-0.738064275,0.073849347,0.942257646,0.991431522,-4.829000559
g12242,g12242,-0.026469038,-0.808633762,-0.016183368,0.98733453,0.998274455,-4.838484628
g12243,g12243,0.375477283,-0.192132185,0.451947814,0.658775993,0.924310472,-4.843425877
g12244,g12244,0.201929142,0.21625675,0.133377892,0.89594283,0.982466661,-4.969678162
g12245,GSTK1,-0.363685707,1.715843103,-0.856204081,0.407433504,0.820206021,-4.989897721
g12246,B4GALT1,-0.130216262,6.010138471,-1.012744791,0.329712481,0.780638409,-5.687091811
g12247,DHX16,-0.194694171,4.648658236,-1.579477298,0.13830851,0.621735634,-4.881066631
g12248,g12248,0.928535906,2.838039904,0.732149673,0.477106368,0.850801119,-5.388071142
g12249,STIL,-0.072759401,4.879099258,-0.343317824,0.736863344,0.950655768,-6.013461773
g1225,DHRS1,-0.068664245,4.996274112,-0.284621604,0.780430034,0.960112217,-6.057527656
g12251,g12251,1.041647966,0.510144944,1.484178799,0.161665903,0.652440568,-4.41318929
g12253,g12253,-0.213134323,2.448334087,-0.406642881,0.690904095,0.937140495,-5.438178337
g12254,g12254,0.043151177,7.308650734,0.285799827,0.779547294,0.960112217,-6.165583005
g12255,KIF14,-0.126596564,3.029602835,-0.582115774,0.570474599,0.892045013,-5.503369798
g12258,POLD2,-0.183126018,4.711181944,-1.364703869,0.195566844,0.681130601,-5.164990074
g12259,CDC45,-0.344358064,4.561524756,-1.568275349,0.140894727,0.62668487,-4.885697988
g1226,RARS,0.020868697,6.310798934,0.074697101,0.941596111,0.991159582,-6.204584531
g12260,MFSD5,0.150585179,5.224932546,1.108467429,0.287802327,0.752357505,-5.5248932
g12261,PPAT,0.463952304,4.308210615,1.896744226,0.080365121,0.544679758,-4.382758351
g12263,GPAA1,-0.057960802,4.504102021,-0.33941482,0.739733047,0.951571884,-5.957459352
g12264,HYPK,-0.447758008,4.217117238,-2.307372886,0.03818528,0.454385322,-3.735599616
g12265,FRRS1,0.051009308,5.333030152,0.138751058,0.891779169,0.981862283,-6.130126168
g12266,g12266,-0.552355657,-0.267494067,-0.390645675,0.702403318,0.939271978,-4.841211593
g12268,KLHL12,-0.379992235,0.573837832,-0.247414293,0.80846304,0.965566271,-5.011963821
g12269,KLHL24,-0.294677765,-0.022821764,-0.193163578,0.849824446,0.974745068,-4.940257155
g1227,ECHDC1,0.076146638,4.289444163,0.308077039,0.762918088,0.956991801,-5.926040149
g12270,KLHL12,-0.225669914,3.036168142,-0.320301009,0.753844463,0.954849538,-5.608772083
g12271,g12271,0.141334885,3.54599851,0.322595867,0.752145218,0.954416911,-5.745455233
g12273,g12273,0.503931976,5.814780965,2.173056709,0.048909131,0.485699715,-4.120644272
g12274,g12274,0.366606521,4.10286245,1.485816569,0.161237863,0.652001546,-4.908781862
g12277,KRIT1,0.329075227,4.597509634,2.119938532,0.053884733,0.497352299,-4.085225176
g12278,KLF7,0.704074196,7.467992348,2.630418718,0.020810932,0.379962294,-3.364391315
g1228,CSPP1,-0.013173682,5.743517238,-0.102881304,0.919631685,0.986905719,-6.174299861
g12280,g12280,-0.856767067,3.424609766,-1.693649291,0.114207958,0.594730046,-4.497679975
g12281,shk-1,-0.543302408,1.966266648,-1.495351265,0.158764888,0.648143041,-4.490082871
g12282,LARP6,0.083067115,6.08093369,0.442050736,0.665737449,0.92642217,-6.098970726
g12283,g12283,0.546977061,2.107307164,0.955575364,0.356768272,0.79561849,-5.031258894
g12284,GHSR,0.057263258,5.217281126,0.252269661,0.804788277,0.964972001,-6.087516538
g12285,GHSR,1.079698142,0.292366534,1.695349553,0.113878776,0.594730046,-4.268371038
g12287,ZBED4,0.258112304,-0.747177413,0.236958714,0.816392265,0.966202545,-4.837814995
g12288,g12288,0.50198139,-0.865581136,0.328358663,0.747884056,0.953897402,-4.817492355
g12289,g12289,0.374771148,1.245901006,0.478696336,0.64012783,0.918686497,-5.111690761
g1229,PFY1,-0.723075083,6.25069171,-4.017516718,0.001470975,0.157134677,-0.896056
g12291,g12291,0.535063169,5.297855282,1.377112659,0.19179282,0.677457826,-5.228763823
g12293,g12293,-2.825233483,1.295074165,-2.352471755,0.035114398,0.437490175,-3.662951534
g12294,g12294,-2.943142107,2.210351585,-2.686597323,0.018702825,0.370952539,-3.160677294
g12295,g12295,-0.882156583,3.025664387,-0.679239132,0.508933158,0.866424955,-5.387824491
g12296,PSME3,-0.266964289,4.741630693,-1.836132063,0.089372245,0.552515759,-4.533534461
g12297,EXOC2,0.00126676,5.522417596,0.01067128,0.991648193,0.998424114,-6.157359184
g12298,PIDD1,-0.146600829,3.653204596,-0.748396139,0.467583055,0.847982611,-5.556643083
g12299,C18orf63,-0.048055092,3.26718575,-0.081867326,0.936002767,0.990684044,-5.726537892
g12300,CANX,0.196435839,8.378227165,1.513839206,0.154061194,0.643021453,-5.088326479
g12301,FKBP10,-0.264202634,5.996078284,-1.350817857,0.199862117,0.683812966,-5.312471348
g12303,NAT8L,0.915299969,0.53462011,1.695204317,0.113906862,0.594730046,-4.252768116
g12304,NAT8L,-0.20682543,1.13033182,-0.13609606,0.893836116,0.982145611,-5.144927167
g12305,NAT8L,-0.151904919,-0.400615278,-0.238861834,0.814947395,0.966202545,-4.870722808
g12306,mutS2,-1.633997139,0.405560281,-1.336908314,0.204241616,0.687019771,-4.506469924
g12307,NAT8B,-0.317545393,1.782670756,-0.916936374,0.37591983,0.806858198,-4.958687969
g12311,KALRN,0.714576243,9.139656008,3.565210986,0.003468577,0.210817699,-1.677242612
g12312,UGP2,0.010984179,6.073845151,0.066204699,0.948225008,0.992268101,-6.197856501
g12314,g12314,-0.319046382,6.253336132,-2.24020306,0.043235354,0.470743177,-4.028456885
g12315,g12315,0.091137121,4.55064241,0.479865659,0.639318271,0.918686497,-5.902338574
g12316,g12316,-0.330139862,3.322629369,-1.238863064,0.23735972,0.712940643,-5.033262758
g12317,GPR98,0.224066832,8.573243548,1.33488669,0.204884591,0.687116957,-5.307683262
g1232,g1232,-0.295294219,2.107248678,-0.688789695,0.50309744,0.862985097,-5.1727696
g12320,g12320,0.16294962,-0.390053668,0.284175518,0.780764331,0.960112217,-4.868023573
g12321,g12321,-0.019973481,2.767877122,-0.078831317,0.938370681,0.990684044,-5.58538863
g12322,RARA,0.215615381,7.666955954,1.143833172,0.273375862,0.739841299,-5.553584486
g12323,g12323,0.433181976,1.430629866,0.990752106,0.339940161,0.788395578,-4.867169853
g12324,PFKL,0.365230693,6.300175815,2.809143207,0.014802736,0.348543842,-3.055839745
g12325,DHCR7,-1.487175304,8.649309755,-2.448874732,0.02932154,0.408804303,-3.648568738
g12327,ABCA5,0.67469055,6.447756333,3.396890985,0.004788283,0.238901108,-2.006509651
g12328,POT1,-0.170302961,2.726543184,-0.355569253,0.727882249,0.946879018,-5.502781001
g12329,g12329,-0.57549466,3.382098562,-2.163878946,0.04973688,0.487156339,-3.834939194
g1233,g1233,0.314854799,5.549610774,2.1364303,0.052291454,0.493344769,-4.16166748
g12330,FUT3,0.027997224,5.212108966,0.13675027,0.893329195,0.981966233,-6.113734013
g12331,PPP3R1,-0.268712662,4.202853291,-1.652422698,0.122449732,0.605286108,-4.705154896
g12332,INO80,-0.010313854,5.487555392,-0.088593848,0.930758752,0.989686888,-6.151713478
g12333,SCP2,-0.41970007,5.392711549,-1.480791194,0.162554318,0.652552822,-5.105837026
g12334,SCP2,0.132234483,6.828774039,0.580567616,0.571487,0.893028344,-6.04299894
g12335,RS1,0.422448558,0.396436911,0.45028571,0.659942806,0.924507157,-4.959765699
g12336,g12336,-0.324971362,7.939011761,-1.660768324,0.120740493,0.602839418,-4.902053614
g12337,g12337,-0.050784253,4.344810057,-0.157224535,0.877490333,0.978954344,-5.967311824
g12338,g12338,-0.056777374,5.898853057,-0.152617717,0.881049637,0.980191401,-6.177190767
g12341,EMP2,0.111324683,7.444410515,0.119383349,0.906801941,0.984943878,-6.193783005
g12342,LIM2,0.093660489,0.590886144,0.191220712,0.851315139,0.974745068,-4.998942856
g12343,g12343,-0.897506818,2.039998792,-1.288546665,0.220078635,0.699883203,-4.699767095
g12344,g12344,0.488523027,2.64766735,1.373406917,0.192913568,0.679173796,-4.74563504
g12345,g12345,0.419057417,0.883909344,0.528969022,0.605766434,0.906217606,-4.995329275
g12346,g12346,0.190551034,6.965485107,0.365739338,0.720458491,0.94452,-6.144772219
g12347,g12347,0.01298514,4.114855588,0.078874501,0.938336996,0.990684044,-5.935280537
g12348,LACE1,-0.238366072,4.898629934,-1.435305503,0.17488666,0.665224777,-5.100963645
g12349,ATRNL1,0.117448619,8.215850134,0.517597032,0.613458225,0.907882573,-6.041686567
g1235,TMEM38A,1.251223393,0.330821314,1.346943757,0.201074129,0.684122159,-4.507369693
g12350,g12350,-0.877749042,-0.01650764,-1.705849995,0.111864268,0.593817496,-4.28413643
g12351,g12351,-0.870747519,1.456952502,-1.409474249,0.18223173,0.670037236,-4.513966428
g12353,LRR1,0.06240494,2.618541152,0.15716996,0.877532483,0.978954344,-5.519004275
g12354,UBE3D,0.009241697,3.577003785,0.036468161,0.971464663,0.995620907,-5.806964831
g12355,KIF9,-0.848016576,3.664288128,-1.917940198,0.077415018,0.5400849,-4.251435113
g12357,g12357,0.339134935,12.78658862,0.36044814,0.724317232,0.946824341,-5.938396723
g12359,g12359,0.223110791,3.713765759,0.162306816,0.873566898,0.978732031,-5.911049266
g1236,ZMAT5,0.02512069,2.279931036,0.078393646,0.938712091,0.990684044,-5.448668606
g12360,ERN2,0.409763096,2.221285888,0.403851075,0.69290528,0.937140495,-5.44695904
g12362,aldh16a1,-0.189469905,7.001138297,-0.890915769,0.389210802,0.812402809,-5.814677145
g12363,DNAL1,-0.037773812,6.676866806,-0.155393341,0.878904816,0.97941952,-6.202908584
g12364,acy-4,0.212232078,4.598142523,1.036028736,0.319129337,0.777237943,-5.502240944
g12366,TBCB,-0.230791434,5.043263233,-1.348791726,0.200495246,0.683812966,-5.23339506
g12368,g12368,0.493975523,2.109817476,1.227046434,0.24162405,0.718647643,-4.793428825
